@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
704,'2019/03/14 02:20:00:306',36,-8094880,-11845329,-11385029,-10398895,-12306378,-14870248,-16317179,-15921908,-14737373,-13355209,-7373466,-7109512,-8490129,-6517624,-7243411,-7637141,-12305096,-12960455,-10589590,-8023665,-6714764,-6319222,-7305854,-5399660,-6323331,-4874347,-6581364,-8159884,-8882062,-6641244,-10199218,-9869988,-8948362,-5067856,-5923947,-8686483,-11185587,-9606812,-9407634,-8747132,-1842725,-10857406,-13225430,-14869478,-15395559,-15592681,-15395301,-15263718,-15000034,-15000291,-5068664,-11318219,-11976401,-13028314,-14014947,-15527150,-15987182,-15789546,-15197410,-13486282,-1386853,-4018045,-5859207,-8029344,-14213360,-15067895,-15396596,-13289162,-14868190,-15065568,-3163770,-4084613,-5465229,-10529992,-15265274,-15593980,-15922685,-16054012,-13027023,-13619156,-4218260,-5269656,-6716067,-14476274,-16054527,-16185855,-16382975,-16514560,-15199220,-16514816,-4611725,-5203603,-9347009,-15988989,-16449024,-16449024,-16580096,-16646144,-15265270,-16580352,3
705,'2019/03/14 02:20:00:336',36,-8292517,-11714256,-11385027,-10332845,-12240328,-14804710,-16316923,-15921907,-14671837,-13289416,-7307673,-7109256,-8555666,-6583160,-7308948,-7571348,-12239303,-12894918,-10589847,-8154994,-6714764,-6385014,-7371389,-5333866,-6323073,-4874347,-6581363,-8159883,-8882063,-6641244,-10133683,-9869988,-9013898,-5068113,-5989483,-8752020,-11251124,-9606812,-9342097,-8812668,-1842725,-10791869,-13291223,-14869479,-15395303,-15657961,-15460581,-15263717,-15000034,-15000291,-5134200,-11252939,-12041937,-13028315,-14015203,-15592687,-15921646,-15789546,-15197411,-13552074,-1321318,-4018300,-5858951,-8029344,-14213360,-15067895,-15462132,-13223625,-14802653,-15065311,-3163771,-4019077,-5464973,-10595527,-15265530,-15593979,-15922685,-16054012,-13026767,-13684436,-4283795,-5269656,-6716068,-14476273,-16054527,-16251391,-16382975,-16580096,-15199221,-16514560,-4611726,-5269138,-9412544,-15988733,-16449024,-16514560,-16580096,-16711680,-15265271,-16580352,3
706,'2019/03/14 02:20:00:369',36,-8292517,-11714256,-11385027,-10332845,-12240328,-14804710,-16316923,-15921907,-14671837,-13289416,-7307673,-7109256,-8555666,-6583160,-7308948,-7571348,-12239303,-12894918,-10589847,-8154994,-6714764,-6385014,-7371389,-5333866,-6323073,-4874347,-6581363,-8159883,-8882063,-6641244,-10133683,-9869988,-9013898,-5068113,-5989483,-8752020,-11251124,-9606812,-9342097,-8812668,-1842725,-10791869,-13291223,-14869479,-15395303,-15657961,-15460581,-15263717,-15000034,-15000291,-5134200,-11252939,-12041937,-13028315,-14015203,-15592687,-15921646,-15789546,-15197411,-13552074,-1321318,-4018300,-5858951,-8029344,-14213360,-15067895,-15462132,-13223625,-14802653,-15065311,-3163771,-4019077,-5464973,-10595527,-15265530,-15593979,-15922685,-16054012,-13026767,-13684436,-4283795,-5269656,-6716068,-14476273,-16054527,-16251391,-16382975,-16580096,-15199221,-16514560,-4611726,-5269138,-9412544,-15988733,-16449024,-16514560,-16580096,-16711680,-15265271,-16580352,3
707,'2019/03/14 02:20:00:404',36,-8490150,-11714255,-11384770,-10135723,-12108999,-14738918,-16316923,-15921908,-14671836,-13289417,-7241880,-7043718,-8490130,-6583160,-7309204,-7505811,-12173509,-12829126,-10524053,-8089201,-6714764,-6450551,-7305597,-5333610,-6257280,-4874091,-6581363,-8094347,-8882063,-6641243,-10199219,-9935781,-8948105,-5133649,-6055275,-8817813,-11251124,-9672349,-9407633,-8812924,-1842726,-10857662,-13291224,-14869479,-15395303,-15592425,-15395045,-15263462,-15000289,-15000548,-5134202,-11318731,-11976145,-13028570,-14015203,-15527406,-15921391,-15789546,-15197154,-13486281,-1386854,-4018301,-5924488,-8095137,-14278897,-15067894,-15462132,-13223369,-14868189,-15000031,-3163772,-4084613,-5464972,-10661320,-15265530,-15593979,-15922685,-16054012,-12961230,-13618899,-4283796,-5269655,-6716068,-14476530,-16120063,-16251391,-16382975,-16580096,-15199221,-16514816,-4611725,-5269138,-9412800,-16054526,-16449024,-16514560,-16580352,-16711680,-15265015,-16580352,3
708,'2019/03/14 02:20:00:437',36,-8490150,-11714255,-11384770,-10135723,-12108999,-14738918,-16316923,-15921908,-14671836,-13289417,-7241880,-7043718,-8490130,-6583160,-7309204,-7505811,-12173509,-12829126,-10524053,-8089201,-6714764,-6450551,-7305597,-5333610,-6257280,-4874091,-6581363,-8094347,-8882063,-6641243,-10199219,-9935781,-8948105,-5133649,-6055275,-8817813,-11251124,-9672349,-9407633,-8812924,-1842726,-10857662,-13291224,-14869479,-15395303,-15592425,-15395045,-15263462,-15000289,-15000548,-5134202,-11318731,-11976145,-13028570,-14015203,-15527406,-15921391,-15789546,-15197154,-13486281,-1386854,-4018301,-5924488,-8095137,-14278897,-15067894,-15462132,-13223369,-14868189,-15000031,-3163772,-4084613,-5464972,-10661320,-15265530,-15593979,-15922685,-16054012,-12961230,-13618899,-4283796,-5269655,-6716068,-14476530,-16120063,-16251391,-16382975,-16580096,-15199221,-16514816,-4611725,-5269138,-9412800,-16054526,-16449024,-16514560,-16580352,-16711680,-15265015,-16580352,3
709,'2019/03/14 02:20:00:471',36,-8490150,-11714255,-11384770,-10135723,-12108999,-14738918,-16316923,-15921908,-14671836,-13289417,-7241880,-7043718,-8490130,-6583160,-7309204,-7505811,-12173509,-12829126,-10524053,-8089201,-6714764,-6450551,-7305597,-5333610,-6257280,-4874091,-6581363,-8094347,-8882063,-6641243,-10199219,-9935781,-8948105,-5133649,-6055275,-8817813,-11251124,-9672349,-9407633,-8812924,-1842726,-10857662,-13291224,-14869479,-15395303,-15592425,-15395045,-15263462,-15000289,-15000548,-5134202,-11318731,-11976145,-13028570,-14015203,-15527406,-15921391,-15789546,-15197154,-13486281,-1386854,-4018301,-5924488,-8095137,-14278897,-15067894,-15462132,-13223369,-14868189,-15000031,-3163772,-4084613,-5464972,-10661320,-15265530,-15593979,-15922685,-16054012,-12961230,-13618899,-4283796,-5269655,-6716068,-14476530,-16120063,-16251391,-16382975,-16580096,-15199221,-16514816,-4611725,-5269138,-9412800,-16054526,-16449024,-16514560,-16580352,-16711680,-15265015,-16580352,3
710,'2019/03/14 02:20:07:690',37,-66592,-265516,-792629,-1318978,-1779029,-2109280,-2440041,-7305357,-8358034,-8489877,-1,-1,-1,-4,-296,-2890,-1189979,-7501184,-8093318,-8684936,-1,-65794,-257,-65795,-197656,-397399,-1651565,-7041928,-7962511,-9146523,-1843512,-2634824,-6253439,-7965345,-8687784,-11780051,-9150402,-8821951,-12042954,-10988209,-1381931,-9476266,-11976913,-11583701,-11386581,-13887217,-13624047,-15068911,-15922416,-14934750,-7174551,-11386320,-12438743,-14214637,-15201013,-16186362,-16514554,-15987690,-15066072,-12630707,-13161436,-13225932,-12567740,-13093570,-15198692,-16185329,-15921640,-13682618,-10852492,-8812655,-11055279,-10658968,-6975067,-7767170,-8424073,-10133148,-9474446,-8615532,-7297875,-7232854,-9147023,-10134947,-9083285,-8755865,-7901578,-7634040,-9080716,-10660521,-8680813,-8154468,-11121071,-10922654,-7963772,-7899017,-9674657,-14146522,-14277335,-10722710,-9471101,-8945272,4
711,'2019/03/14 02:20:07:724',37,-66592,-265516,-792629,-1318978,-1779029,-2109280,-2440041,-7305357,-8358034,-8489877,-1,-1,-1,-4,-296,-2890,-1189979,-7501184,-8093318,-8684936,-1,-65794,-257,-65795,-197656,-397399,-1651565,-7041928,-7962511,-9146523,-1843512,-2634824,-6253439,-7965345,-8687784,-11780051,-9150402,-8821951,-12042954,-10988209,-1381931,-9476266,-11976913,-11583701,-11386581,-13887217,-13624047,-15068911,-15922416,-14934750,-7174551,-11386320,-12438743,-14214637,-15201013,-16186362,-16514554,-15987690,-15066072,-12630707,-13161436,-13225932,-12567740,-13093570,-15198692,-16185329,-15921640,-13682618,-10852492,-8812655,-11055279,-10658968,-6975067,-7767170,-8424073,-10133148,-9474446,-8615532,-7297875,-7232854,-9147023,-10134947,-9083285,-8755865,-7901578,-7634040,-9080716,-10660521,-8680813,-8154468,-11121071,-10922654,-7963772,-7899017,-9674657,-14146522,-14277335,-10722710,-9471101,-8945272,4
712,'2019/03/14 02:20:07:756',37,-66592,-265517,-792629,-1384513,-1779029,-2109280,-2374248,-7239820,-8357779,-8489878,-1,-1,-1,-4,-295,-2633,-1058395,-7501183,-8093063,-8684936,-1,-65794,-1,-65795,-197655,-397398,-1520237,-7041672,-7962512,-9080729,-1843769,-2503237,-6187646,-7899808,-8621992,-11714516,-9216450,-8756158,-12109002,-10988466,-1316393,-9278887,-11976912,-11649492,-11320790,-13887217,-13558511,-15003374,-15856880,-14935005,-7042965,-11320527,-12438743,-14214637,-15201013,-16251899,-16449018,-15987689,-15065816,-12630707,-13161436,-13226189,-12567996,-13159362,-15264228,-16119793,-15921895,-13682874,-10918028,-8878191,-11121073,-10724505,-7041117,-7767426,-8424073,-10133149,-9474701,-8681326,-7363667,-7233110,-9212816,-10200740,-9083286,-8821658,-7901323,-7699578,-9146252,-10660521,-8681327,-8220005,-11186607,-10988446,-7964285,-7899273,-9674657,-14080986,-14277590,-10788247,-9405565,-8945274,4
713,'2019/03/14 02:20:07:790',37,-66592,-265517,-792629,-1384513,-1779029,-2109280,-2374248,-7239820,-8357779,-8489878,-1,-1,-1,-4,-295,-2633,-1058395,-7501183,-8093063,-8684936,-1,-65794,-1,-65795,-197655,-397398,-1520237,-7041672,-7962512,-9080729,-1843769,-2503237,-6187646,-7899808,-8621992,-11714516,-9216450,-8756158,-12109002,-10988466,-1316393,-9278887,-11976912,-11649492,-11320790,-13887217,-13558511,-15003374,-15856880,-14935005,-7042965,-11320527,-12438743,-14214637,-15201013,-16251899,-16449018,-15987689,-15065816,-12630707,-13161436,-13226189,-12567996,-13159362,-15264228,-16119793,-15921895,-13682874,-10918028,-8878191,-11121073,-10724505,-7041117,-7767426,-8424073,-10133149,-9474701,-8681326,-7363667,-7233110,-9212816,-10200740,-9083286,-8821658,-7901323,-7699578,-9146252,-10660521,-8681327,-8220005,-11186607,-10988446,-7964285,-7899273,-9674657,-14080986,-14277590,-10788247,-9405565,-8945274,4
714,'2019/03/14 02:20:07:823',37,-66592,-265517,-792629,-1384513,-1779029,-2109280,-2374248,-7239820,-8357779,-8489878,-1,-1,-1,-4,-295,-2633,-1058395,-7501183,-8093063,-8684936,-1,-65794,-1,-65795,-197655,-397398,-1520237,-7041672,-7962512,-9080729,-1843769,-2503237,-6187646,-7899808,-8621992,-11714516,-9216450,-8756158,-12109002,-10988466,-1316393,-9278887,-11976912,-11649492,-11320790,-13887217,-13558511,-15003374,-15856880,-14935005,-7042965,-11320527,-12438743,-14214637,-15201013,-16251899,-16449018,-15987689,-15065816,-12630707,-13161436,-13226189,-12567996,-13159362,-15264228,-16119793,-15921895,-13682874,-10918028,-8878191,-11121073,-10724505,-7041117,-7767426,-8424073,-10133149,-9474701,-8681326,-7363667,-7233110,-9212816,-10200740,-9083286,-8821658,-7901323,-7699578,-9146252,-10660521,-8681327,-8220005,-11186607,-10988446,-7964285,-7899273,-9674657,-14080986,-14277590,-10788247,-9405565,-8945274,4
715,'2019/03/14 02:20:07:859',37,-66591,-199981,-792629,-1318722,-1778773,-2109280,-2374248,-7174284,-8357780,-8489877,-1,-1,-1,-4,-294,-68169,-992602,-7435648,-8093318,-8684936,-1,-65794,-257,-65795,-197654,-397142,-1454445,-7041672,-7896720,-9080473,-1909306,-2437444,-6187646,-7899809,-8621992,-11779795,-9216451,-8690366,-12109004,-10988211,-1316136,-9212838,-11976912,-11583701,-11320788,-13952753,-13624047,-15003375,-15856880,-14935006,-7042962,-11320270,-12438744,-14148845,-15200758,-16186362,-16448762,-15987689,-15065816,-12630450,-13161436,-13291981,-12633789,-13224898,-15264228,-16185328,-15921896,-13617083,-10918284,-8878191,-11121328,-10659225,-7106910,-7767427,-8424074,-10198684,-9474702,-8681326,-7298131,-7298646,-9147281,-10266533,-9083286,-8821915,-7835530,-7699833,-9080972,-10594729,-8746863,-8154725,-11121071,-10988446,-8029821,-7964810,-9674656,-14146522,-14212056,-10788504,-9471102,-8945529,4
716,'2019/03/14 02:20:07:892',37,-66591,-199981,-792629,-1318722,-1778773,-2109280,-2374248,-7174284,-8357780,-8489877,-1,-1,-1,-4,-294,-68169,-992602,-7435648,-8093318,-8684936,-1,-65794,-257,-65795,-197654,-397142,-1454445,-7041672,-7896720,-9080473,-1909306,-2437444,-6187646,-7899809,-8621992,-11779795,-9216451,-8690366,-12109004,-10988211,-1316136,-9212838,-11976912,-11583701,-11320788,-13952753,-13624047,-15003375,-15856880,-14935006,-7042962,-11320270,-12438744,-14148845,-15200758,-16186362,-16448762,-15987689,-15065816,-12630450,-13161436,-13291981,-12633789,-13224898,-15264228,-16185328,-15921896,-13617083,-10918284,-8878191,-11121328,-10659225,-7106910,-7767427,-8424074,-10198684,-9474702,-8681326,-7298131,-7298646,-9147281,-10266533,-9083286,-8821915,-7835530,-7699833,-9080972,-10594729,-8746863,-8154725,-11121071,-10988446,-8029821,-7964810,-9674656,-14146522,-14212056,-10788504,-9471102,-8945529,4
717,'2019/03/14 02:20:07:924',37,-66592,-199981,-792629,-1318978,-1779029,-2109280,-2374248,-7174285,-8292499,-8489622,-1,-1,-1,-4,-38,-68169,-992603,-7501183,-8093318,-8750472,-1,-65794,-1,-65795,-197655,-331606,-1454444,-7041671,-7962511,-9080474,-1909306,-2437187,-6187646,-7899809,-8556455,-11780052,-9281987,-8690365,-12108747,-10988210,-1250600,-9147046,-11976911,-11649237,-11320787,-13952753,-13624047,-15003631,-15922416,-15000543,-6911634,-11254733,-12373207,-14148845,-15200757,-16186363,-16448761,-15987434,-15000281,-12564914,-13095899,-13357517,-12633534,-13225155,-15264485,-16185329,-15987432,-13682875,-10983821,-8812655,-11186608,-10659225,-7041375,-7832964,-8424073,-10198941,-9474702,-8615790,-7298131,-7298389,-9147280,-10266533,-9083030,-8821915,-7835273,-7765368,-9080715,-10594472,-8746863,-8154469,-11121070,-10988190,-8029565,-7899274,-9608865,-14146266,-14277335,-10722967,-9471102,-8945274,4
718,'2019/03/14 02:20:07:956',37,-66592,-199981,-792629,-1318978,-1779029,-2109280,-2374248,-7174285,-8292499,-8489622,-1,-1,-1,-4,-38,-68169,-992603,-7501183,-8093318,-8750472,-1,-65794,-1,-65795,-197655,-331606,-1454444,-7041671,-7962511,-9080474,-1909306,-2437187,-6187646,-7899809,-8556455,-11780052,-9281987,-8690365,-12108747,-10988210,-1250600,-9147046,-11976911,-11649237,-11320787,-13952753,-13624047,-15003631,-15922416,-15000543,-6911634,-11254733,-12373207,-14148845,-15200757,-16186363,-16448761,-15987434,-15000281,-12564914,-13095899,-13357517,-12633534,-13225155,-15264485,-16185329,-15987432,-13682875,-10983821,-8812655,-11186608,-10659225,-7041375,-7832964,-8424073,-10198941,-9474702,-8615790,-7298131,-7298389,-9147280,-10266533,-9083030,-8821915,-7835273,-7765368,-9080715,-10594472,-8746863,-8154469,-11121070,-10988190,-8029565,-7899274,-9608865,-14146266,-14277335,-10722967,-9471102,-8945274,4
719,'2019/03/14 02:20:07:990',37,-66592,-199981,-792630,-1384258,-1778773,-2109280,-2374249,-7239821,-8357779,-8489877,-1,-1,-1,-4,-295,-68169,-1058395,-7501183,-8093318,-8684935,-1,-65794,-1,-65795,-197655,-331862,-1520237,-7041672,-7962511,-9014937,-1909306,-2503237,-6253439,-7899809,-8687784,-11779796,-9216450,-8756158,-12109004,-10922673,-1316393,-9278886,-11976911,-11649236,-11386324,-13952753,-13624046,-15003631,-15856880,-15000542,-7042963,-11320526,-12438743,-14148845,-15200757,-16186363,-16448762,-15987433,-15000280,-12630450,-13161435,-13357517,-12699583,-13290692,-15330277,-16185330,-15921896,-13617083,-10918284,-8877935,-11252401,-10658967,-7172447,-7832963,-8489866,-10264477,-9540238,-8615533,-7298131,-7232853,-9278608,-10266534,-9083030,-8887707,-7769480,-7765370,-9080715,-10594727,-8681326,-8154469,-11120814,-10922652,-8029822,-7964810,-9608863,-14146266,-14277335,-10788502,-9471101,-8945273,4
720,'2019/03/14 02:20:08:025',37,-66592,-199981,-792630,-1384258,-1778773,-2109280,-2374249,-7239821,-8357779,-8489877,-1,-1,-1,-4,-295,-68169,-1058395,-7501183,-8093318,-8684935,-1,-65794,-1,-65795,-197655,-331862,-1520237,-7041672,-7962511,-9014937,-1909306,-2503237,-6253439,-7899809,-8687784,-11779796,-9216450,-8756158,-12109004,-10922673,-1316393,-9278886,-11976911,-11649236,-11386324,-13952753,-13624046,-15003631,-15856880,-15000542,-7042963,-11320526,-12438743,-14148845,-15200757,-16186363,-16448762,-15987433,-15000280,-12630450,-13161435,-13357517,-12699583,-13290692,-15330277,-16185330,-15921896,-13617083,-10918284,-8877935,-11252401,-10658967,-7172447,-7832963,-8489866,-10264477,-9540238,-8615533,-7298131,-7232853,-9278608,-10266534,-9083030,-8887707,-7769480,-7765370,-9080715,-10594727,-8681326,-8154469,-11120814,-10922652,-8029822,-7964810,-9608863,-14146266,-14277335,-10788502,-9471101,-8945273,4
721,'2019/03/14 02:20:08:059',37,-66592,-199981,-792630,-1384258,-1778773,-2109280,-2374249,-7239821,-8357779,-8489877,-1,-1,-1,-4,-295,-68169,-1058395,-7501183,-8093318,-8684935,-1,-65794,-1,-65795,-197655,-331862,-1520237,-7041672,-7962511,-9014937,-1909306,-2503237,-6253439,-7899809,-8687784,-11779796,-9216450,-8756158,-12109004,-10922673,-1316393,-9278886,-11976911,-11649236,-11386324,-13952753,-13624046,-15003631,-15856880,-15000542,-7042963,-11320526,-12438743,-14148845,-15200757,-16186363,-16448762,-15987433,-15000280,-12630450,-13161435,-13357517,-12699583,-13290692,-15330277,-16185330,-15921896,-13617083,-10918284,-8877935,-11252401,-10658967,-7172447,-7832963,-8489866,-10264477,-9540238,-8615533,-7298131,-7232853,-9278608,-10266534,-9083030,-8887707,-7769480,-7765370,-9080715,-10594727,-8681326,-8154469,-11120814,-10922652,-8029822,-7964810,-9608863,-14146266,-14277335,-10788502,-9471101,-8945273,4
722,'2019/03/14 02:20:08:092',37,-66592,-265517,-792628,-1318721,-1778773,-2109024,-2374249,-7174284,-8357779,-8489877,-1,-1,-1,-4,-295,-2633,-1058139,-7501184,-8093062,-8685191,-1,-65794,-1,-65795,-197655,-397143,-1519981,-7041672,-7962510,-9014936,-1909306,-2502980,-6187646,-7899809,-8622247,-11780052,-9281986,-8756157,-12109002,-10922674,-1316393,-9278630,-11976912,-11649236,-11386324,-13952753,-13689583,-15003631,-15856880,-14935006,-6977427,-11320525,-12438487,-14148845,-15200757,-16186363,-16448762,-15987433,-15000279,-12564913,-13161179,-13291983,-12765119,-13290692,-15330278,-16185329,-15987432,-13682875,-10983821,-8877935,-11187122,-10658968,-7106910,-7832963,-8424074,-10264478,-9540238,-8550253,-7363411,-7233109,-9278609,-10266790,-9017493,-8887707,-7769480,-7765370,-9080716,-10529191,-8681326,-8089189,-11055534,-10988189,-8029823,-7964811,-9543327,-14080730,-14277335,-10788246,-9405821,-8879737,4
723,'2019/03/14 02:20:08:125',37,-66592,-265517,-792628,-1318721,-1778773,-2109024,-2374249,-7174284,-8357779,-8489877,-1,-1,-1,-4,-295,-2633,-1058139,-7501184,-8093062,-8685191,-1,-65794,-1,-65795,-197655,-397143,-1519981,-7041672,-7962510,-9014936,-1909306,-2502980,-6187646,-7899809,-8622247,-11780052,-9281986,-8756157,-12109002,-10922674,-1316393,-9278630,-11976912,-11649236,-11386324,-13952753,-13689583,-15003631,-15856880,-14935006,-6977427,-11320525,-12438487,-14148845,-15200757,-16186363,-16448762,-15987433,-15000279,-12564913,-13161179,-13291983,-12765119,-13290692,-15330278,-16185329,-15987432,-13682875,-10983821,-8877935,-11187122,-10658968,-7106910,-7832963,-8424074,-10264478,-9540238,-8550253,-7363411,-7233109,-9278609,-10266790,-9017493,-8887707,-7769480,-7765370,-9080716,-10529191,-8681326,-8089189,-11055534,-10988189,-8029823,-7964811,-9543327,-14080730,-14277335,-10788246,-9405821,-8879737,4
724,'2019/03/14 02:20:08:156',37,-66592,-265516,-792629,-1318977,-1778773,-2109024,-2374248,-7174284,-8358034,-8489877,-1,-1,-1,-4,-39,-2633,-1058395,-7435647,-8093318,-8684936,-1,-65794,-65794,-65795,-197655,-331862,-1520237,-7041672,-7962511,-9080472,-1909306,-2503237,-6187646,-7899808,-8687783,-11714516,-9216450,-8756158,-12109002,-10922673,-1316393,-9278631,-11976912,-11649236,-11386325,-13952753,-13689583,-15003630,-15856880,-14935263,-6977427,-11320526,-12438743,-14149101,-15201013,-16251899,-16449018,-15921897,-15000279,-12564913,-13095644,-13357520,-12765376,-13290949,-15395814,-16185329,-15987432,-13617339,-10984077,-8812654,-11187121,-10658969,-7107166,-7832963,-8489610,-10264734,-9605774,-8615533,-7363411,-7232854,-9278865,-10266789,-9083028,-8953500,-7769480,-7765369,-9080716,-10529191,-8681326,-8154468,-11055534,-10922909,-8030079,-7964811,-9543071,-14080729,-14277079,-10788502,-9405565,-8879737,4
725,'2019/03/14 02:20:08:190',37,-66592,-265516,-792629,-1318977,-1778773,-2109024,-2374248,-7174284,-8358034,-8489877,-1,-1,-1,-4,-39,-2633,-1058395,-7435647,-8093318,-8684936,-1,-65794,-65794,-65795,-197655,-331862,-1520237,-7041672,-7962511,-9080472,-1909306,-2503237,-6187646,-7899808,-8687783,-11714516,-9216450,-8756158,-12109002,-10922673,-1316393,-9278631,-11976912,-11649236,-11386325,-13952753,-13689583,-15003630,-15856880,-14935263,-6977427,-11320526,-12438743,-14149101,-15201013,-16251899,-16449018,-15921897,-15000279,-12564913,-13095644,-13357520,-12765376,-13290949,-15395814,-16185329,-15987432,-13617339,-10984077,-8812654,-11187121,-10658969,-7107166,-7832963,-8489610,-10264734,-9605774,-8615533,-7363411,-7232854,-9278865,-10266789,-9083028,-8953500,-7769480,-7765369,-9080716,-10529191,-8681326,-8154468,-11055534,-10922909,-8030079,-7964811,-9543071,-14080729,-14277079,-10788502,-9405565,-8879737,4
726,'2019/03/14 02:20:08:227',37,-66592,-265516,-792629,-1318977,-1778773,-2109024,-2374248,-7174284,-8358034,-8489877,-1,-1,-1,-4,-39,-2633,-1058395,-7435647,-8093318,-8684936,-1,-65794,-65794,-65795,-197655,-331862,-1520237,-7041672,-7962511,-9080472,-1909306,-2503237,-6187646,-7899808,-8687783,-11714516,-9216450,-8756158,-12109002,-10922673,-1316393,-9278631,-11976912,-11649236,-11386325,-13952753,-13689583,-15003630,-15856880,-14935263,-6977427,-11320526,-12438743,-14149101,-15201013,-16251899,-16449018,-15921897,-15000279,-12564913,-13095644,-13357520,-12765376,-13290949,-15395814,-16185329,-15987432,-13617339,-10984077,-8812654,-11187121,-10658969,-7107166,-7832963,-8489610,-10264734,-9605774,-8615533,-7363411,-7232854,-9278865,-10266789,-9083028,-8953500,-7769480,-7765369,-9080716,-10529191,-8681326,-8154468,-11055534,-10922909,-8030079,-7964811,-9543071,-14080729,-14277079,-10788502,-9405565,-8879737,4
727,'2019/03/14 02:20:08:259',37,-66593,-199981,-792629,-1318977,-1778773,-2109024,-2440040,-7240077,-8358035,-8489877,-1,-1,-1,-4,-40,-2890,-1189723,-7501184,-8093319,-8750472,-1,-65794,-1,-65795,-197656,-397398,-1651565,-7041928,-7962511,-9080473,-1909048,-2569287,-6253438,-7899809,-8687784,-11714515,-9150657,-8821950,-12108748,-10922417,-1381930,-9476010,-11976913,-11649493,-11386325,-13952752,-13689582,-15069167,-15856880,-14935006,-7043221,-11386320,-12438743,-14148845,-15201013,-16186363,-16448762,-15921896,-15000023,-12564657,-13095643,-13357519,-12830912,-13356741,-15461607,-16185329,-15921896,-13617082,-11049357,-8747117,-11186865,-10658713,-7041375,-7832963,-8489866,-10264733,-9540237,-8549740,-7297875,-7232853,-9278610,-10201254,-9017492,-8953501,-7703431,-7765625,-9080460,-10594472,-8615277,-8154468,-11055278,-10857117,-8029823,-7965068,-9477534,-14080729,-14146006,-10722710,-9405565,-8879736,4
