@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
2798,'2019/03/14 07:04:26:621',197,-12437477,-12766439,-13226736,-13030129,-10267347,-15134718,-15857663,-16646144,-16645631,-16119544,-12568033,-12766181,-13292525,-13949939,-12173787,-14212847,-16514304,-16580352,-16514816,-16645884,-12502238,-13818350,-16054268,-15856373,-14277333,-15132905,-16448767,-16514558,-16580351,-16382715,-12239582,-16448510,-9545148,-6386041,-6313295,-7240058,-10595502,-13422288,-14014170,-10459811,-12041945,-15462136,-7311281,-4612211,-4673862,-4217961,-7901340,-12961223,-13748937,-12431274,-11712724,-12634079,-14673137,-15002096,-13686744,-14541799,-16185852,-16645629,-16711163,-16710907,-11449292,-12173271,-12634079,-13423337,-12240352,-11779805,-12305888,-14279154,-15002098,-16317181,-11383243,-12041429,-12699870,-13292524,-13226989,-13292783,-13358577,-13293812,-12374259,-10926815,-11514826,-12502237,-12568547,-12831462,-12897507,-12963557,-13160679,-13227503,-12440309,-12111600,-12107224,-11713756,-11516637,-11647710,-11713498,-11911132,-12173790,-12635623,-12243186,-11256553,1
2799,'2019/03/14 07:04:26:652',197,-12437477,-12766439,-13226736,-13030129,-10267347,-15134718,-15857663,-16646144,-16645631,-16119544,-12568033,-12766181,-13292525,-13949939,-12173787,-14212847,-16514304,-16580352,-16514816,-16645884,-12502238,-13818350,-16054268,-15856373,-14277333,-15132905,-16448767,-16514558,-16580351,-16382715,-12239582,-16448510,-9545148,-6386041,-6313295,-7240058,-10595502,-13422288,-14014170,-10459811,-12041945,-15462136,-7311281,-4612211,-4673862,-4217961,-7901340,-12961223,-13748937,-12431274,-11712724,-12634079,-14673137,-15002096,-13686744,-14541799,-16185852,-16645629,-16711163,-16710907,-11449292,-12173271,-12634079,-13423337,-12240352,-11779805,-12305888,-14279154,-15002098,-16317181,-11383243,-12041429,-12699870,-13292524,-13226989,-13292783,-13358577,-13293812,-12374259,-10926815,-11514826,-12502237,-12568547,-12831462,-12897507,-12963557,-13160679,-13227503,-12440309,-12111600,-12107224,-11713756,-11516637,-11647710,-11713498,-11911132,-12173790,-12635623,-12243186,-11256553,1
2800,'2019/03/14 07:04:26:988',198,-12503267,-12701158,-13226735,-13030126,-10267347,-15134461,-15660798,-16645888,-16645887,-15987703,-12502752,-12765924,-13160939,-13752815,-11647961,-13818348,-16251647,-16646144,-16580351,-16645628,-12371167,-13620714,-15922428,-16316923,-15066338,-15856628,-16514560,-16449022,-16580095,-16448250,-12304863,-16316924,-10465731,-7306371,-6639945,-7897471,-11713212,-14211547,-14277343,-10920877,-12107740,-15725304,-6062246,-4348521,-4674381,-4349806,-7375765,-12566207,-13551300,-11970208,-11778516,-12830943,-14870515,-14147558,-12108741,-13292760,-15791608,-16711421,-16711163,-16579578,-11449294,-12173270,-12634335,-13423849,-12766182,-12305633,-12700645,-14608116,-15528182,-16580094,-11383242,-12041685,-12699871,-13358059,-13226991,-13292782,-13358577,-13293811,-12308209,-11255007,-11580364,-12567771,-12634084,-12831715,-12897508,-12963300,-13160680,-13227759,-12505845,-12177137,-12107225,-11779291,-11582172,-11647962,-11713754,-11911130,-12174045,-12766437,-12243186,-11322091,1
2801,'2019/03/14 07:04:27:018',198,-12503266,-12700901,-13161455,-13095663,-10332883,-15134461,-15595005,-16580352,-16645887,-15856373,-12437216,-12765924,-13160940,-13555696,-11318998,-13620971,-16120062,-16711680,-16711680,-16645628,-12436702,-13423594,-15659770,-16448252,-15592681,-16185594,-16580096,-16383231,-16514560,-16448508,-12239325,-16185595,-11057098,-8030094,-6705481,-8357510,-12436423,-14672098,-14474981,-11184564,-12173275,-15922426,-5470368,-4348005,-4937555,-4744306,-7309713,-12302778,-13288129,-11640986,-11843798,-12831457,-14805235,-13359072,-11385020,-12569296,-15528693,-16711421,-16710906,-16513784,-11449548,-12173272,-12634336,-13620970,-13095146,-12634853,-13095144,-14936566,-15988474,-16580351,-11383498,-12041685,-12699871,-13423595,-13226991,-13292526,-13358575,-13359349,-12308208,-11584227,-11580361,-12568026,-12568805,-12831715,-12897253,-13029093,-13160681,-13227760,-12440566,-12111856,-12041688,-11779292,-11582173,-11713499,-11713755,-11911130,-12174045,-12701159,-12243185,-11322088,1
2802,'2019/03/14 07:04:27:053',198,-12503266,-12700901,-13161455,-13095663,-10332883,-15134461,-15595005,-16580352,-16645887,-15856373,-12437216,-12765924,-13160940,-13555696,-11318998,-13620971,-16120062,-16711680,-16711680,-16645628,-12436702,-13423594,-15659770,-16448252,-15592681,-16185594,-16580096,-16383231,-16514560,-16448508,-12239325,-16185595,-11057098,-8030094,-6705481,-8357510,-12436423,-14672098,-14474981,-11184564,-12173275,-15922426,-5470368,-4348005,-4937555,-4744306,-7309713,-12302778,-13288129,-11640986,-11843798,-12831457,-14805235,-13359072,-11385020,-12569296,-15528693,-16711421,-16710906,-16513784,-11449548,-12173272,-12634336,-13620970,-13095146,-12634853,-13095144,-14936566,-15988474,-16580351,-11383498,-12041685,-12699871,-13423595,-13226991,-13292526,-13358575,-13359349,-12308208,-11584227,-11580361,-12568026,-12568805,-12831715,-12897253,-13029093,-13160681,-13227760,-12440566,-12111856,-12041688,-11779292,-11582173,-11713499,-11713755,-11911130,-12174045,-12701159,-12243185,-11322088,1
2803,'2019/03/14 07:04:27:086',198,-12503266,-12700901,-13161455,-13095663,-10332883,-15134461,-15595005,-16580352,-16645887,-15856373,-12437216,-12765924,-13160940,-13555696,-11318998,-13620971,-16120062,-16711680,-16711680,-16645628,-12436702,-13423594,-15659770,-16448252,-15592681,-16185594,-16580096,-16383231,-16514560,-16448508,-12239325,-16185595,-11057098,-8030094,-6705481,-8357510,-12436423,-14672098,-14474981,-11184564,-12173275,-15922426,-5470368,-4348005,-4937555,-4744306,-7309713,-12302778,-13288129,-11640986,-11843798,-12831457,-14805235,-13359072,-11385020,-12569296,-15528693,-16711421,-16710906,-16513784,-11449548,-12173272,-12634336,-13620970,-13095146,-12634853,-13095144,-14936566,-15988474,-16580351,-11383498,-12041685,-12699871,-13423595,-13226991,-13292526,-13358575,-13359349,-12308208,-11584227,-11580361,-12568026,-12568805,-12831715,-12897253,-13029093,-13160681,-13227760,-12440566,-12111856,-12041688,-11779292,-11582173,-11713499,-11713755,-11911130,-12174045,-12701159,-12243185,-11322088,1
2804,'2019/03/14 07:04:27:119',198,-12437731,-12766439,-13226990,-13095663,-10267347,-15134461,-15529213,-16580096,-16580095,-15724787,-12437216,-12766178,-13095659,-13424368,-10924754,-13554919,-15922684,-16711680,-16646144,-16711165,-12436701,-13226470,-15527674,-16382716,-15856111,-16382973,-16580096,-16449024,-16514560,-16514044,-12239326,-16054010,-11648977,-8819096,-7034703,-8818060,-13093840,-15132393,-14737897,-11579325,-12173274,-16119547,-5141660,-4281953,-5002835,-5073014,-7243662,-12039860,-13024702,-11245716,-11778515,-12897506,-14673907,-12570071,-10661810,-11911623,-15265264,-16711164,-16645113,-16447734,-11449550,-12107993,-12699873,-13752556,-13489900,-13160681,-13489643,-15199735,-16316925,-16645888,-11383499,-12107221,-12765409,-13358318,-13226990,-13292784,-13358832,-13359348,-12374001,-11978727,-11580361,-12567772,-12634084,-12831716,-12897508,-13029092,-13160936,-13293295,-12505845,-12111858,-12041689,-11713756,-11647709,-11647965,-11713756,-11976668,-12174044,-12701158,-12243187,-11256553,1
2805,'2019/03/14 07:04:27:154',198,-12437731,-12766439,-13226990,-13095663,-10267347,-15134461,-15529213,-16580096,-16580095,-15724787,-12437216,-12766178,-13095659,-13424368,-10924754,-13554919,-15922684,-16711680,-16646144,-16711165,-12436701,-13226470,-15527674,-16382716,-15856111,-16382973,-16580096,-16449024,-16514560,-16514044,-12239326,-16054010,-11648977,-8819096,-7034703,-8818060,-13093840,-15132393,-14737897,-11579325,-12173274,-16119547,-5141660,-4281953,-5002835,-5073014,-7243662,-12039860,-13024702,-11245716,-11778515,-12897506,-14673907,-12570071,-10661810,-11911623,-15265264,-16711164,-16645113,-16447734,-11449550,-12107993,-12699873,-13752556,-13489900,-13160681,-13489643,-15199735,-16316925,-16645888,-11383499,-12107221,-12765409,-13358318,-13226990,-13292784,-13358832,-13359348,-12374001,-11978727,-11580361,-12567772,-12634084,-12831716,-12897508,-13029092,-13160936,-13293295,-12505845,-12111858,-12041689,-11713756,-11647709,-11647965,-11713756,-11976668,-12174044,-12701158,-12243187,-11256553,1
2806,'2019/03/14 07:04:27:387',199,-12503012,-12700901,-13161453,-13095409,-10267347,-15068925,-15528956,-16448768,-16514045,-15198446,-12502495,-12700643,-13095658,-13358322,-10398673,-13292006,-15593721,-16711680,-16711423,-16645629,-12370909,-13028838,-14870518,-16053755,-16185337,-16580352,-16711680,-16383231,-16645887,-16514300,-12239325,-15856635,-12635355,-11055028,-7430745,-11120819,-14475492,-15922166,-15001582,-12303561,-12436445,-16185596,-3760782,-4938592,-5134939,-6257545,-7176585,-11907761,-12564664,-10193027,-11778517,-13423334,-13228007,-10794435,-8885655,-10465465,-14870507,-16579065,-16118255,-15986670,-11449550,-12239065,-12831458,-14344176,-14344691,-13950448,-14410481,-15922941,-16580095,-16711424,-11383499,-12107478,-12765409,-13423853,-13292527,-13293039,-13424369,-13359605,-12900084,-12833261,-11514828,-12568028,-12634340,-12831719,-12897510,-12963555,-13160937,-13227505,-12440309,-12111602,-12041688,-11713755,-11647710,-11647966,-11713755,-11911132,-12174045,-12701159,-12308722,-11322090,1
2807,'2019/03/14 07:04:27:421',199,-12503011,-12766183,-13226989,-13030127,-10267348,-15134717,-15529213,-16383232,-16382974,-15066346,-12502497,-12700387,-13095403,-13293041,-10398160,-13292007,-15593721,-16711680,-16711679,-16645627,-12436445,-12963302,-14804724,-15922426,-16251388,-16646144,-16711680,-16317439,-16580351,-16579836,-12239324,-15856634,-12635612,-11449782,-7496795,-11910079,-14869994,-15988216,-14936046,-12303818,-12633567,-15857147,-3432073,-5201505,-5332833,-6258059,-7635849,-11842225,-12498872,-9995906,-11778517,-13555175,-12636386,-10662591,-8294032,-10333880,-15001837,-16447735,-15986411,-15854826,-11515342,-12239065,-12897506,-14410225,-14476276,-14147569,-14673651,-16054525,-16580351,-16711424,-11383499,-12107222,-12700129,-13358316,-13227247,-13358320,-13424369,-13425140,-13031415,-12964846,-11515083,-12633307,-12634341,-12831717,-12897509,-13029093,-13160937,-13227762,-12506100,-12111602,-12041690,-11779292,-11647710,-11647965,-11713755,-11845851,-12174046,-12701159,-12177905,-11322090,1
2808,'2019/03/14 07:04:27:454',199,-12503011,-12766183,-13226989,-13030127,-10267348,-15134717,-15529213,-16383232,-16382974,-15066346,-12502497,-12700387,-13095403,-13293041,-10398160,-13292007,-15593721,-16711680,-16711679,-16645627,-12436445,-12963302,-14804724,-15922426,-16251388,-16646144,-16711680,-16317439,-16580351,-16579836,-12239324,-15856634,-12635612,-11449782,-7496795,-11910079,-14869994,-15988216,-14936046,-12303818,-12633567,-15857147,-3432073,-5201505,-5332833,-6258059,-7635849,-11842225,-12498872,-9995906,-11778517,-13555175,-12636386,-10662591,-8294032,-10333880,-15001837,-16447735,-15986411,-15854826,-11515342,-12239065,-12897506,-14410225,-14476276,-14147569,-14673651,-16054525,-16580351,-16711424,-11383499,-12107222,-12700129,-13358316,-13227247,-13358320,-13424369,-13425140,-13031415,-12964846,-11515083,-12633307,-12634341,-12831717,-12897509,-13029093,-13160937,-13227762,-12506100,-12111602,-12041690,-11779292,-11647710,-11647965,-11713755,-11845851,-12174046,-12701159,-12177905,-11322090,1
2809,'2019/03/14 07:04:27:490',199,-12503011,-12766183,-13226989,-13030127,-10267348,-15134717,-15529213,-16383232,-16382974,-15066346,-12502497,-12700387,-13095403,-13293041,-10398160,-13292007,-15593721,-16711680,-16711679,-16645627,-12436445,-12963302,-14804724,-15922426,-16251388,-16646144,-16711680,-16317439,-16580351,-16579836,-12239324,-15856634,-12635612,-11449782,-7496795,-11910079,-14869994,-15988216,-14936046,-12303818,-12633567,-15857147,-3432073,-5201505,-5332833,-6258059,-7635849,-11842225,-12498872,-9995906,-11778517,-13555175,-12636386,-10662591,-8294032,-10333880,-15001837,-16447735,-15986411,-15854826,-11515342,-12239065,-12897506,-14410225,-14476276,-14147569,-14673651,-16054525,-16580351,-16711424,-11383499,-12107222,-12700129,-13358316,-13227247,-13358320,-13424369,-13425140,-13031415,-12964846,-11515083,-12633307,-12634341,-12831717,-12897509,-13029093,-13160937,-13227762,-12506100,-12111602,-12041690,-11779292,-11647710,-11647965,-11713755,-11845851,-12174046,-12701159,-12177905,-11322090,1
2810,'2019/03/14 07:04:27:522',199,-12503011,-12766441,-13292271,-13030127,-10267347,-15134462,-15529212,-16383231,-16317181,-14868967,-12502495,-12765923,-13160939,-13358320,-10332624,-13226214,-15593721,-16711680,-16711679,-16645628,-12370910,-12963301,-14673395,-15856633,-16251645,-16711680,-16711680,-16317439,-16645887,-16579836,-12305116,-15856635,-12767198,-11777719,-7892325,-12633804,-15264493,-16119802,-14804461,-12172488,-12831201,-15331319,-3300485,-5398883,-5529957,-6258829,-8095114,-11841968,-12301492,-9798269,-11778518,-13752297,-11847643,-10268088,-7702410,-10070968,-15067628,-16381940,-15789031,-15723496,-11449806,-12239066,-13029093,-14541810,-14673653,-14279156,-14936565,-16186110,-16580351,-16711680,-11383499,-12107478,-12765665,-13358316,-13226991,-13358321,-13424370,-13425140,-13162999,-13030894,-11580362,-12568029,-12634341,-12831717,-12963044,-13029095,-13160938,-13227760,-12505845,-12111858,-12106969,-11779292,-11582429,-11647964,-11779290,-11911134,-12174046,-12701160,-12243441,-11322091,1
2811,'2019/03/14 07:04:27:555',199,-12503011,-12766441,-13292271,-13030127,-10267347,-15134462,-15529212,-16383231,-16317181,-14868967,-12502495,-12765923,-13160939,-13358320,-10332624,-13226214,-15593721,-16711680,-16711679,-16645628,-12370910,-12963301,-14673395,-15856633,-16251645,-16711680,-16711680,-16317439,-16645887,-16579836,-12305116,-15856635,-12767198,-11777719,-7892325,-12633804,-15264493,-16119802,-14804461,-12172488,-12831201,-15331319,-3300485,-5398883,-5529957,-6258829,-8095114,-11841968,-12301492,-9798269,-11778518,-13752297,-11847643,-10268088,-7702410,-10070968,-15067628,-16381940,-15789031,-15723496,-11449806,-12239066,-13029093,-14541810,-14673653,-14279156,-14936565,-16186110,-16580351,-16711680,-11383499,-12107478,-12765665,-13358316,-13226991,-13358321,-13424370,-13425140,-13162999,-13030894,-11580362,-12568029,-12634341,-12831717,-12963044,-13029095,-13160938,-13227760,-12505845,-12111858,-12106969,-11779292,-11582429,-11647964,-11779290,-11911134,-12174046,-12701160,-12243441,-11322091,1
2812,'2019/03/14 07:04:27:588',199,-12503012,-12766184,-13226736,-13095664,-10201812,-15134462,-15594749,-16317440,-16251131,-14540258,-12437215,-12700388,-13160939,-13293040,-10267088,-13226214,-15593978,-16711679,-16711423,-16645371,-12370908,-12963044,-14607091,-15725305,-16120061,-16777216,-16646144,-16317439,-16645887,-16579835,-12305373,-15791098,-13227235,-11974838,-8813941,-13554905,-15659251,-16120059,-14738411,-12172230,-13159907,-14477041,-3497603,-5530728,-5727338,-6653071,-8423309,-11776433,-12038578,-9600889,-11844309,-13883884,-10664401,-9807536,-7176068,-9676726,-15067628,-16250099,-15656933,-15526119,-11515341,-12239066,-13226471,-14673393,-14936824,-14410996,-15265271,-16317438,-16580351,-16711424,-11317964,-12107734,-12830945,-13423853,-13292784,-13292784,-13424369,-13491190,-13360374,-13162479,-11514826,-12568028,-12568805,-12831717,-12963046,-13029093,-13226472,-13293296,-12506100,-12111601,-12041687,-11713757,-11647964,-11647964,-11713499,-11911132,-12174301,-12766697,-12243443,-11322089,1
2813,'2019/03/14 07:04:27:888',200,-12503268,-12700903,-13226733,-13095921,-10267347,-15068926,-15594748,-16120575,-15593458,-13290450,-12502496,-12700387,-13160937,-13358321,-10266830,-13160422,-15593721,-16711680,-16645886,-16513785,-12370908,-12765924,-14081263,-15330553,-15593721,-16777216,-16580352,-16448768,-16711422,-16645372,-12436446,-15397113,-14542062,-12566972,-12171189,-15659766,-16382973,-16251646,-14738667,-13093848,-13949162,-12505056,-4877449,-5860212,-5925236,-7966353,-10263966,-12105657,-11381165,-9009013,-12107482,-13359080,-7903155,-7308429,-5467770,-9216691,-14869476,-15525860,-14538192,-14538454,-11515344,-12305371,-14147053,-14739184,-15528443,-15199995,-16054269,-16514816,-16645887,-16711680,-11449037,-12107734,-12831202,-13424109,-13292783,-13358576,-13490161,-13950967,-14148857,-14214391,-11515084,-12568028,-12634596,-12897511,-12897765,-13094886,-13161193,-13293297,-12506101,-12111859,-12107224,-11779292,-11582427,-11647964,-11779292,-11845852,-12239582,-12635622,-12308721,-11322090,1
2814,'2019/03/14 07:04:27:921',200,-12437731,-12766438,-13226988,-12964591,-10267347,-15068925,-15594748,-16054783,-15396079,-13027022,-12502750,-12765924,-13160939,-13358576,-10266829,-13160677,-15593721,-16711423,-16579837,-16382198,-12436443,-12766178,-14015470,-15133689,-15462135,-16777216,-16580352,-16449023,-16711422,-16645372,-12436958,-15331065,-14870769,-12764351,-13290184,-16054267,-16448766,-16251902,-14738668,-13422812,-14212332,-11913436,-5205640,-6057846,-6254199,-8228754,-10987688,-12171706,-11249580,-8614772,-12304859,-12833509,-7048106,-6584963,-5007993,-9150896,-14737633,-15196638,-14077129,-14077388,-11580881,-12436958,-14476016,-14804720,-15791356,-15463164,-16251645,-16514559,-16580350,-16646144,-11449294,-12107480,-12765922,-13424109,-13358319,-13293041,-13687281,-14213880,-14411769,-14740218,-11515082,-12568030,-12634597,-12766437,-12963302,-13029351,-13226730,-13293296,-12571637,-12177394,-12041688,-11714013,-11647709,-11647964,-11713755,-11911132,-12239582,-12701160,-12374513,-11256810,1
2815,'2019/03/14 07:04:27:954',200,-12437731,-12766438,-13226988,-12964591,-10267347,-15068925,-15594748,-16054783,-15396079,-13027022,-12502750,-12765924,-13160939,-13358576,-10266829,-13160677,-15593721,-16711423,-16579837,-16382198,-12436443,-12766178,-14015470,-15133689,-15462135,-16777216,-16580352,-16449023,-16711422,-16645372,-12436958,-15331065,-14870769,-12764351,-13290184,-16054267,-16448766,-16251902,-14738668,-13422812,-14212332,-11913436,-5205640,-6057846,-6254199,-8228754,-10987688,-12171706,-11249580,-8614772,-12304859,-12833509,-7048106,-6584963,-5007993,-9150896,-14737633,-15196638,-14077129,-14077388,-11580881,-12436958,-14476016,-14804720,-15791356,-15463164,-16251645,-16514559,-16580350,-16646144,-11449294,-12107480,-12765922,-13424109,-13358319,-13293041,-13687281,-14213880,-14411769,-14740218,-11515082,-12568030,-12634597,-12766437,-12963302,-13029351,-13226730,-13293296,-12571637,-12177394,-12041688,-11714013,-11647709,-11647964,-11713755,-11911132,-12239582,-12701160,-12374513,-11256810,1
2816,'2019/03/14 07:04:27:989',200,-12437731,-12766438,-13226988,-12964591,-10267347,-15068925,-15594748,-16054783,-15396079,-13027022,-12502750,-12765924,-13160939,-13358576,-10266829,-13160677,-15593721,-16711423,-16579837,-16382198,-12436443,-12766178,-14015470,-15133689,-15462135,-16777216,-16580352,-16449023,-16711422,-16645372,-12436958,-15331065,-14870769,-12764351,-13290184,-16054267,-16448766,-16251902,-14738668,-13422812,-14212332,-11913436,-5205640,-6057846,-6254199,-8228754,-10987688,-12171706,-11249580,-8614772,-12304859,-12833509,-7048106,-6584963,-5007993,-9150896,-14737633,-15196638,-14077129,-14077388,-11580881,-12436958,-14476016,-14804720,-15791356,-15463164,-16251645,-16514559,-16580350,-16646144,-11449294,-12107480,-12765922,-13424109,-13358319,-13293041,-13687281,-14213880,-14411769,-14740218,-11515082,-12568030,-12634597,-12766437,-12963302,-13029351,-13226730,-13293296,-12571637,-12177394,-12041688,-11714013,-11647709,-11647964,-11713755,-11911132,-12239582,-12701160,-12374513,-11256810,1
2817,'2019/03/14 07:04:28:023',200,-12503012,-12700648,-13161452,-13030384,-10201554,-15134461,-15660285,-15988991,-15264237,-12829900,-12437215,-12700387,-13160938,-13358576,-10266831,-13160422,-15659257,-16711423,-16448252,-16184820,-12370909,-12765923,-13752812,-15002104,-15264758,-16777216,-16580352,-16514560,-16711421,-16645372,-12436447,-15199737,-15133938,-13093317,-14277338,-16317181,-16383231,-16317438,-14804461,-13817569,-14343917,-11584729,-5533832,-6452343,-6583421,-8688277,-11645362,-12303292,-10986666,-8286065,-12502238,-12110815,-6061724,-5664893,-4614008,-8887725,-14605533,-14867161,-13550527,-13484992,-11580882,-12634079,-14739186,-14673391,-15791612,-15660542,-16382974,-16514558,-16645630,-16646144,-11449293,-12107737,-12765666,-13489646,-13293039,-13358577,-13818867,-14411257,-14674682,-15200251,-11580619,-12568286,-12634598,-12897510,-12897767,-13029351,-13226730,-13293297,-12571636,-12243186,-12107224,-11779293,-11647965,-11648220,-11713754,-11911135,-12174302,-12701159,-12308977,-11322345,1
2818,'2019/03/14 07:04:28:222',201,-12372196,-12700903,-13226989,-13095666,-10267346,-15134461,-15595005,-15857662,-14935531,-12632523,-12502494,-12765922,-13226473,-13293040,-10201295,-13094884,-15527929,-16645631,-16053494,-15658220,-12370908,-12700130,-13489386,-14738934,-14738674,-16777216,-16645888,-16645888,-16711164,-16645628,-12370909,-14871030,-15791095,-14079957,-15790835,-16514559,-16251903,-16382974,-15067632,-14409448,-14541296,-11322070,-6848659,-6846068,-7899794,-10002595,-12632257,-12632773,-10789547,-7958132,-13159907,-10401746,-4483466,-5007219,-4614524,-8098465,-14144465,-14011593,-12431277,-12365740,-11581138,-13094627,-14870515,-14016231,-15134196,-15988990,-16448767,-16514301,-16580094,-16580351,-11449294,-12107738,-12831458,-13489902,-13424368,-13555953,-14147829,-14871546,-15266044,-15857662,-11580364,-12568287,-12700134,-12963047,-12963303,-13095142,-13226730,-13358833,-12506101,-12243186,-12107225,-11779294,-11647965,-11713499,-11779292,-11911134,-12239582,-12701160,-12308723,-11322089,1
2819,'2019/03/14 07:04:28:255',201,-12437730,-12700903,-13161197,-13030130,-10267346,-15068925,-15594749,-15726590,-14869994,-12501449,-12502495,-12700387,-13160937,-13293040,-10266830,-13094884,-15527928,-16580095,-15790322,-15329255,-12436188,-12700129,-13357802,-14541814,-14475760,-16777216,-16580352,-16711680,-16645628,-16645372,-12370653,-14673908,-15988217,-14540509,-16119545,-16514559,-16251903,-16382974,-15265010,-14672874,-14607088,-11387607,-7571611,-6648430,-8426395,-10725548,-13027015,-12895947,-10790059,-7893112,-13423079,-9547212,-4154758,-5138548,-4680573,-7966622,-13881035,-13551298,-11970466,-11904673,-11646675,-13357542,-14542322,-13555938,-14739951,-16054782,-16514559,-16579837,-16580094,-16645888,-11384013,-12107738,-12766179,-13490161,-13555955,-13621746,-14344951,-15068667,-15528957,-16120319,-11515083,-12568285,-12634854,-12831976,-12963302,-13029607,-13226731,-13293553,-12506357,-12374513,-12041688,-11844829,-11647963,-11647964,-11714012,-11976670,-12174048,-12701159,-12308978,-11387624,1
2820,'2019/03/14 07:04:28:289',201,-12437730,-12700903,-13161197,-13030130,-10267346,-15068925,-15594749,-15726590,-14869994,-12501449,-12502495,-12700387,-13160937,-13293040,-10266830,-13094884,-15527928,-16580095,-15790322,-15329255,-12436188,-12700129,-13357802,-14541814,-14475760,-16777216,-16580352,-16711680,-16645628,-16645372,-12370653,-14673908,-15988217,-14540509,-16119545,-16514559,-16251903,-16382974,-15265010,-14672874,-14607088,-11387607,-7571611,-6648430,-8426395,-10725548,-13027015,-12895947,-10790059,-7893112,-13423079,-9547212,-4154758,-5138548,-4680573,-7966622,-13881035,-13551298,-11970466,-11904673,-11646675,-13357542,-14542322,-13555938,-14739951,-16054782,-16514559,-16579837,-16580094,-16645888,-11384013,-12107738,-12766179,-13490161,-13555955,-13621746,-14344951,-15068667,-15528957,-16120319,-11515083,-12568285,-12634854,-12831976,-12963302,-13029607,-13226731,-13293553,-12506357,-12374513,-12041688,-11844829,-11647963,-11647964,-11714012,-11976670,-12174048,-12701159,-12308978,-11387624,1
